SKUs,Total Box,Item 1,Box,Item 1 Length,Item 1 Width,Item 1 Height,Item 1 Weight,Item 2,Box,Item 2 Length,Item 2 Width,Item 2 Height,Item 2 Weight,Item 3,Box,Item 3 Length,Item 3 Width,Item 3 Height,Item 3 Weight,Item 4,Box,Item 4 Length,Item 4 Width,Item 4 Height,Item 4 Weight
BOAN5-CAP-W,3,BOT-CAP-T,1,44,44,6,64,,,,,,,ANC-CAP-W,2,41,19,11,36,,,,,,
CAAN5-CAP-W,3,CAT-CAP-S,1,64,41,7,84,,,,,,,ANC-CAP-W,2,41,19,11,36,,,,,,
CAAN6-CAP-W,4,CAT-CAP-S,1,64,41,7,84,,,,,,,ANC-CAP-W,2,41,19,11,36,CAB-CAP-W,1,55,18,5,31
CAAN7-CAP-W,4,CAT-CAP-S,1,64,41,7,84,,,,,,,ANC-CAP-W,3,41,19,11,36,,,,,,
HEAN7-CAP-W,4,HET-CAP-T,1,58,46,7,120,,,,,,,ANC-CAP-W,3,41,19,11,36,,,,,,
HLAN3-CAP-W,3,HLT-CAP-T,1,45,45,6,55,HLT-CAP-P,1,26,9,7,11,ANC-CAP-W,1,41,19,11,36,,,,,,
HLAN5-CAP-W,4,HLT-CAP-T,1,45,45,6,55,HLT-CAP-P,1,26,9,7,11,ANC-CAP-W,2,41,19,11,36,,,,,,
LYAN5-CAP-W,3,LYT-CAP-T,1,58,40,7,104,,,,,,,ANC-CAP-W,2,41,19,11,36,,,,,,
LYAN6-CAP-W,4,LYT-CAP-T,1,58,40,7,104,,,,,,,ANC-CAP-W,2,41,19,11,36,LYB-CAP-W,1,56,19,5,33
LYAN7-CAP-W,4,LYT-CAP-T,1,58,40,7,104,,,,,,,ANC-CAP-W,3,41,19,11,36,,,,,,
PFAN5-CAP-W,4,PFT-CAP-T,1,58,41,7,97,PFT-CAP-L,1,31,15,5,27,ANC-CAP-W,2,41,19,11,36,,,,,,
PFAN6-CAP-W,5,PFT-CAP-T,1,58,41,7,97,PFT-CAP-L,1,31,15,5,27,ANC-CAP-W,2,41,19,11,36,PFB-CAP-W,1,55,18,5,33
PFAN7-CAP-W,5,PFT-CAP-T,1,58,41,7,97,PFT-CAP-L,1,31,15,5,27,ANC-CAP-W,3,41,19,11,36,,,,,,
PFAN9-CAP-W,6,PFT-CAP-T,1,58,41,7,97,PFT-CAP-L,1,31,15,5,27,ANC-CAP-W,4,41,19,11,36,,,,,,
ANTI3-OAK-C,3,ANT-OAK-T,1,39,39,6,33,ANT-OAK-P,1,26,9,7,14,ANC-OAK-C,1,41,19,12,36,,,,,,
ANTI5-OAK-C,4,ANT-OAK-T,1,39,39,6,33,ANT-OAK-P,1,26,9,7,14,ANC-OAK-C,2,41,19,12,36,,,,,,
AVAT5-OAK-C,4,AVT-OAK-T,1,45,45,9,84,AVT-OAK-P,1,24,11,9,20,ANC-OAK-C,2,41,19,12,36,,,,,,
AVAT7-OAK-C,5,AVT-OAK-T,1,45,45,9,84,AVT-OAK-P,1,24,11,9,20,ANC-OAK-C,3,41,19,12,36,,,,,,
CAAN5-OAK-C,3,CAT-OAK-S,1,64,41,7,84,,,,,,,ANC-OAK-C,2,41,19,12,36,,,,,,
CAAN5C-OAK-C,4,CAT-OAK-S,1,64,41,7,84,,,,,,,ANC-OAK-C,1,41,19,12,36,CAB-OAK-W,2,55,18,5,31
CAAN6-OAK-C,4,CAT-OAK-S,1,64,41,7,84,,,,,,,ANC-OAK-C,2,41,19,12,36,CAB-OAK-W,1,55,18,5,31
CAAN7-OAK-C,4,CAT-OAK-S,1,64,41,7,84,,,,,,,ANC-OAK-C,3,41,19,12,36,,,,,,
DLAN3-OAK-C,3,DLT-OAK-T,1,45,27,4,31,DLT-OAK-P,1,26,9,6,14,ANC-OAK-C,1,41,19,12,36,,,,,,
DLAN5-OAK-C,4,DLT-OAK-T,1,45,27,4,31,DLT-OAK-P,1,26,9,6,14,ANC-OAK-C,2,41,19,12,36,,,,,,
NOAN3-OAK-C,2,NFT-OAK-T,1,47,36,7,68,,,,,,,ANC-OAK-C,1,41,19,12,36,,,,,,
NOAN5-OAK-C,3,NFT-OAK-T,1,47,36,7,68,,,,,,,ANC-OAK-C,2,41,19,12,36,,,,,,
OXAN3-OAK-C,2,OXT-OAK-T,1,41,41,7,59,,,,,,,ANC-OAK-C,1,41,19,12,36,,,,,,
OXAN5-OAK-C,3,OXT-OAK-T,1,41,41,7,59,,,,,,,ANC-OAK-C,2,41,19,12,36,,,,,,
VAAN5-OAK-C,4,VAT-OAK-T,1,62,42,8,110,VAT-OAK-P,1,27,19,8,33,ANC-OAK-C,2,41,19,12,36,,,,,,
VAAN7-OAK-C,5,VAT-OAK-T,1,62,42,8,110,VAT-OAK-P,1,27,19,8,33,ANC-OAK-C,3,41,19,12,36,,,,,,
VAAN9-OAK-C,6,VAT-OAK-T,1,62,42,8,110,VAT-OAK-P,1,27,19,8,33,ANC-OAK-C,4,41,19,12,36,,,,,,
ANTI3-OAK-LC,3,ANT-OAK-T,1,39,39,6,33,ANT-OAK-P,1,26,9,7,14,ANC-OAK-LC,1,41,19,12,36,,,,,,
ANTI5-OAK-LC,4,ANT-OAK-T,1,39,39,6,33,ANT-OAK-P,1,26,9,7,14,ANC-OAK-LC,2,41,19,12,36,,,,,,
AVAT5-OAK-LC,4,AVT-OAK-T,1,45,45,9,84,AVT-OAK-P,1,24,11,9,20,ANC-OAK-LC,2,41,19,12,36,,,,,,
AVAT7-OAK-LC,5,AVT-OAK-T,1,45,45,9,84,AVT-OAK-P,1,24,11,9,20,ANC-OAK-LC,3,41,19,12,36,,,,,,
ANTI3-OAK-W,3,ANT-OAK-T,1,39,39,6,33,ANT-OAK-P,1,26,9,7,14,ANC-OAK-W,1,41,19,11,36,,,,,,
ANTI5-OAK-W,4,ANT-OAK-T,1,39,39,6,33,ANT-OAK-P,1,26,9,7,14,ANC-OAK-W,2,41,19,11,36,,,,,,
AVAT5-OAK-W,4,AVT-OAK-T,1,45,45,9,84,AVT-OAK-P,1,24,11,9,20,ANC-OAK-W,2,41,19,11,36,,,,,,
AVAT7-OAK-W,5,AVT-OAK-T,1,45,45,9,84,AVT-OAK-P,1,24,11,9,20,ANC-OAK-W,3,41,19,11,36,,,,,,
CAAN5-OAK-W,3,CAT-OAK-S,1,64,41,7,84,,,,,,,ANC-OAK-W,2,41,19,11,36,,,,,,
CAAN5C-OAK-W,4,CAT-OAK-S,1,64,41,7,84,,,,,,,ANC-OAK-W,1,41,19,11,36,CAB-OAK-W,2,55,18,5,31
CAAN6-OAK-W,4,CAT-OAK-S,1,64,41,7,84,,,,,,,ANC-OAK-W,2,41,19,11,36,CAB-OAK-W,1,55,18,5,31
CAAN7-OAK-W,4,CAT-OAK-S,1,64,41,7,84,,,,,,,ANC-OAK-W,3,41,19,11,36,,,,,,
DLAN3-OAK-W,3,DLT-OAK-T,1,45,27,4,31,DLT-OAK-P,1,26,9,6,14,ANC-OAK-W,1,41,19,11,36,,,,,,
DLAN5-OAK-W,4,DLT-OAK-T,1,45,27,4,31,DLT-OAK-P,1,26,9,6,14,ANC-OAK-W,2,41,19,11,36,,,,,,
NOAN3-OAK-W,2,NFT-OAK-T,1,47,36,7,68,,,,,,,ANC-OAK-W,1,41,19,11,36,,,,,,
NOAN5-OAK-W,3,NFT-OAK-T,1,47,36,7,68,,,,,,,ANC-OAK-W,2,41,19,11,36,,,,,,
OXAN3-OAK-W,2,OXT-OAK-T,1,41,41,7,59,,,,,,,ANC-OAK-W,1,41,19,11,36,,,,,,
OXAN5-OAK-W,3,OXT-OAK-T,1,41,41,7,59,,,,,,,ANC-OAK-W,2,41,19,11,36,,,,,,
VAAN5-OAK-W,4,VAT-OAK-T,1,64,44,8,110,VAT-OAK-P,1,27,19,8,33,ANC-OAK-W,2,41,19,11,36,,,,,,
VAAN7-OAK-W,5,VAT-OAK-T,1,64,44,8,110,VAT-OAK-P,1,27,19,8,33,ANC-OAK-W,3,41,19,11,36,,,,,,
VAAN9-OAK-W,6,VAT-OAK-T,1,64,44,8,110,VAT-OAK-P,1,27,19,8,33,ANC-OAK-W,4,41,19,11,36,,,,,,
ANTI3-WHI-W,3,ANT-WHI-T,1,39,39,6,33,ANT-WHI-P,1,26,9,7,14,ANC-WHI-W,1,41,19,11,36,,,,,,
ANTI5-WHI-W,4,ANT-WHI-T,1,39,39,6,33,ANT-WHI-P,1,26,9,7,14,ANC-WHI-W,2,41,19,11,36,,,,,,
AVAT5-WHI-W,4,AVT-WHI-T,1,45,45,9,84,AVT-WHI-P,1,24,11,9,20,ANC-WHI-W,2,41,19,11,36,,,,,,
AVAT7-WHI-W,5,AVT-WHI-T,1,45,45,9,84,AVT-WHI-P,1,24,11,9,20,ANC-WHI-W,3,41,19,11,36,,,,,,
DLAN3-BMK-W,3,DLT-SBR-T,1,45,27,4,31,DLT-BMK-P,1,26,9,6,14,ANC-WHI-W,1,41,19,11,36,,,,,,
DLAN5-BMK-W,4,DLT-SBR-T,1,45,27,4,31,DLT-BMK-P,1,26,9,6,14,ANC-WHI-W,2,41,19,11,36,,,,,,
DOAN5-WHI-W,3,DOT-WHI-T,1,64,46,7,133,,,,,,,ANC-WHI-W,2,41,19,11,36,,,,,,
DOAN7-WHI-W,4,DOT-WHI-T,1,64,46,7,133,,,,,,,ANC-WHI-W,3,41,19,11,36,,,,,,
DOAN9-WHI-W,5,DOT-WHI-T,1,64,46,7,133,,,,,,,ANC-WHI-W,4,41,19,11,36,,,,,,
HLAN3-BMK-W,3,HLT-BMK-T,1,45,45,6,55,HLT-BMK-P,1,26,9,7,11,ANC-WHI-W,1,41,19,11,36,,,,,,
HLAN5-BMK-W,4,HLT-BMK-T,1,45,45,6,55,HLT-BMK-P,1,26,9,7,11,ANC-WHI-W,2,41,19,11,36,,,,,,
AKEAN7-WHI-W,5,KET-WHI-T,1,45,45,9,84,KET-WHI-P,1,24,11,9,20,ANC-WHI-W,3,41,19,11,36,,,,,,
KEAN7-WHI-W,5,KET-WHI-T,1,45,45,9,84,KET-WHI-P,1,24,11,9,20,ANC-WHI-W,3,41,19,11,36,,,,,,
NAAN5-WHI-W,4,NAT-WHI-T,1,63,44,7,111,NAT-WHI-P,1,27,19,8,33,ANC-WHI-W,2,41,19,11,36,,,,,,
NAAN7-WHI-W,5,NAT-WHI-T,1,63,44,7,111,NAT-WHI-P,1,27,19,8,33,ANC-WHI-W,3,41,19,11,36,,,,,,
NAAN9-WHI-W,6,NAT-WHI-T,1,63,44,7,111,NAT-WHI-P,1,27,19,8,33,ANC-WHI-W,4,41,19,11,36,,,,,,
NOAN3-WHI-W,2,NFT-WHI-T,1,47,36,7,68,,,,,,,ANC-WHI-W,1,41,19,11,36,,,,,,
NOAN5-WHI-W,3,NFT-WHI-T,1,47,36,7,68,,,,,,,ANC-WHI-W,2,41,19,11,36,,,,,,
NIAN5-WHI-W,3,NIT-WHI-T,1,59,41,7,108,,,,,,,ANC-WHI-W,2,41,19,11,36,,,,,,
NIAN5N-WHI-W,4,NIT-WHI-T,1,59,41,7,108,,,,,,,ANC-WHI-W,1,41,19,11,36,NIB-WHI-W,2,58,18,5,36
NIAN6-WHI-W,4,NIT-WHI-T,1,59,41,7,108,,,,,,,ANC-WHI-W,2,41,19,11,36,NIB-WHI-W,1,58,18,5,36
NIAN7-WHI-W,4,NIT-WHI-T,1,59,41,7,108,,,,,,,ANC-WHI-W,3,41,19,11,36,,,,,,
PLAN5-WHI-W,4,PVT-WHI-T,1,64,45,7,110,PVT-WHI-P,1,24,19,8,27,ANC-WHI-W,2,41,19,11,36,,,,,,
PLAN7-WHI-W,5,PVT-WHI-T,1,64,45,7,110,PVT-WHI-P,1,24,19,8,27,ANC-WHI-W,3,41,19,11,36,,,,,,
PLAN9-WHI-W,6,PVT-WHI-T,1,64,45,7,110,PVT-WHI-P,1,24,19,8,27,ANC-WHI-W,4,41,19,11,36,,,,,,
QUAN5-WHI-W,3,QUT-WHI-T,1,64,45,8,135,,,,,,,ANC-WHI-W,2,41,19,11,36,,,,,,
QUAN7-WHI-W,4,QUT-WHI-T,1,64,45,8,135,,,,,,,ANC-WHI-W,3,41,19,11,36,,,,,,
QUAN9-WHI-W,5,QUT-WHI-T,1,64,45,8,135,,,,,,,ANC-WHI-W,4,41,19,11,36,,,,,,
SUAN3-BMK-W,2,SUT-BMK-T,1,45,45,7,59,,,,,,,ANC-WHI-W,1,41,19,11,36,,,,,,
SUAN5-BMK-W,3,SUT-BMK-T,1,45,45,7,59,,,,,,,ANC-WHI-W,2,41,19,11,36,,,,,,
WEAN5-BMK-W,4,WET-BMK-T,1,46,46,7,90,WET-BMK-L,1,32,15,5,30,ANC-WHI-W,2,41,19,11,36,,,,,,
WEAN7-BMK-W,5,WET-BMK-T,1,46,46,7,90,WET-BMK-L,1,32,15,5,30,ANC-WHI-W,3,41,19,11,36,,,,,,
ANAV3-BLK-LC,3,ANT-BLK-T,1,39,39,6,33,ANT-BLK-P,1,26,9,7,14,AVC-BLK-LC,1,40,20,12,38,,,,,,
ANAV5-BLK-LC,4,ANT-BLK-T,1,39,39,6,33,ANT-BLK-P,1,26,9,7,14,AVC-BLK-LC,2,40,20,12,38,,,,,,
AVON5-BLK-LC,4,AVT-BLK-T,1,45,45,9,84,AVT-BLK-P,1,24,11,9,20,AVC-BLK-LC,2,40,20,12,38,,,,,,
AVON7-BLK-LC,5,AVT-BLK-T,1,45,45,9,84,AVT-BLK-P,1,24,11,9,20,AVC-BLK-LC,3,40,20,12,38,,,,,,
DLAV3-BLK-LC,3,DLT-BLK-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,AVC-BLK-LC,1,40,20,12,38,,,,,,
DLAV5-BLK-LC,4,DLT-BLK-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,AVC-BLK-LC,2,40,20,12,38,,,,,,
DLAV3-BCH-LC,3,DLT-SBR-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,AVC-BLK-LC,1,40,20,12,38,,,,,,
DLAV5-BCH-LC,4,DLT-SBR-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,AVC-BLK-LC,2,40,20,12,38,,,,,,
DOAV5-BCH-LC,3,DOT-BCH-T,1,64,46,7,133,,,,,,,AVC-BLK-LC,2,40,20,12,38,,,,,,
DOAV7-BCH-LC,4,DOT-BCH-T,1,64,46,7,133,,,,,,,AVC-BLK-LC,3,40,20,12,38,,,,,,
DOAV9-BCH-LC,5,DOT-BCH-T,1,64,46,7,133,,,,,,,AVC-BLK-LC,4,40,20,12,38,,,,,,
DUAV5-BLK-LC,3,DUT-BLK-T,1,65,41,7,84,,,,,,,AVC-BLK-LC,2,40,20,12,38,,,,,,
DUAV6-BLK-LC,4,DUT-BLK-T,1,65,41,7,84,,,,,,,AVC-BLK-LC,2,40,20,12,38,DUB-BLK-W,1,55,19,5,31
DUAV7-BLK-LC,4,DUT-BLK-T,1,65,41,7,84,,,,,,,AVC-BLK-LC,3,40,20,12,38,,,,,,
HLAV3-BCH-LC,3,HLT-BCH-T,1,45,45,6,55,HLT-BLK-P,1,26,9,7,11,AVC-BLK-LC,1,40,20,12,38,,,,,,
HLAV5-BCH-LC,4,HLT-BCH-T,1,45,45,6,55,HLT-BLK-P,1,26,9,7,11,AVC-BLK-LC,2,40,20,12,38,,,,,,
LGAV5-BCH-LC,4,LGT-BCH-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,AVC-BLK-LC,2,40,20,12,38,,,,,,
LGAV7-BCH-LC,5,LGT-BCH-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,AVC-BLK-LC,3,40,20,12,38,,,,,,
LGAV9-BCH-LC,6,LGT-BCH-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,AVC-BLK-LC,4,40,20,12,38,,,,,,
LGAV5-BLK-LC,4,LGT-BLK-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,AVC-BLK-LC,2,40,20,12,38,,,,,,
LGAV7-BLK-LC,5,LGT-BLK-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,AVC-BLK-LC,3,40,20,12,38,,,,,,
LGAV9-BLK-LC,6,LGT-BLK-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,AVC-BLK-LC,4,40,20,12,38,,,,,,
NIAV5-BCH-LC,3,NIT-BLK-T,1,59,41,7,108,,,,,,,AVC-BLK-LC,2,40,20,12,38,,,,,,
NIAV6-BCH-LC,4,NIT-BLK-T,1,59,41,7,108,,,,,,,AVC-BLK-LC,2,40,20,12,38,NIB-BLK-W,1,58,18,5,36
NIAV7-BCH-LC,4,NIT-BLK-T,1,59,41,7,108,,,,,,,AVC-BLK-LC,3,40,20,12,38,,,,,,
PFAV5-BCH-LC,4,PFT-BLK-T,1,58,41,7,97,PFT-BLK-L,1,31,15,5,27,AVC-BLK-LC,2,40,20,12,38,,,,,,
PFAV6-BCH-LC,5,PFT-BLK-T,1,58,41,7,97,PFT-BLK-L,1,31,15,5,27,AVC-BLK-LC,2,40,20,12,38,PFB-BLK-W,1,55,18,5,33
PFAV7-BCH-LC,5,PFT-BLK-T,1,58,41,7,97,PFT-BLK-L,1,31,15,5,27,AVC-BLK-LC,3,40,20,12,38,,,,,,
PFAV9-BCH-LC,6,PFT-BLK-T,1,58,41,7,97,PFT-BLK-L,1,31,15,5,27,AVC-BLK-LC,4,40,20,12,38,,,,,,
PLAV5-BCH-LC,4,PVT-BLK-T,1,64,45,7,110,PVT-BLK-P,1,24,19,8,27,AVC-BLK-LC,2,40,20,12,38,,,,,,
PLAV7-BCH-LC,5,PVT-BLK-T,1,64,45,7,110,PVT-BLK-P,1,24,19,8,27,AVC-BLK-LC,3,40,20,12,38,,,,,,
PLAV9-BCH-LC,6,PVT-BLK-T,1,64,45,7,110,PVT-BLK-P,1,24,19,8,27,AVC-BLK-LC,4,40,20,12,38,,,,,,
QUAV5-BCH-LC,3,QUT-BLK-T,1,64,45,8,135,,,,,,,AVC-BLK-LC,2,40,20,12,38,,,,,,
QUAV7-BCH-LC,4,QUT-BLK-T,1,64,45,8,135,,,,,,,AVC-BLK-LC,3,40,20,12,38,,,,,,
QUAV9-BCH-LC,5,QUT-BLK-T,1,64,45,8,135,,,,,,,AVC-BLK-LC,4,40,20,12,38,,,,,,
SHAV3-BLK-LC,3,SHT-BLK-T,1,45,45,4,44,SHT-BLK-P,1,28,11,9,24,AVC-BLK-LC,1,40,20,12,38,,,,,,
SHAV5-BLK-LC,4,SHT-BLK-T,1,45,45,4,44,SHT-BLK-P,1,28,11,9,24,AVC-BLK-LC,2,40,20,12,38,,,,,,
SUAV3-BCH-LC,2,SUT-BCH-T,1,45,45,7,59,,,,,,,AVC-BLK-LC,1,40,20,12,38,,,,,,
SUAV5-BCH-LC,3,SUT-BCH-T,1,45,45,7,59,,,,,,,AVC-BLK-LC,2,40,20,12,38,,,,,,
WEAV5-BCH-LC,4,WET-BCH-T,1,46,46,7,88,WET-BLK-L,1,32,15,5,30,AVC-BLK-LC,2,40,20,12,38,,,,,,
WEAV7-BCH-LC,5,WET-BCH-T,1,46,46,7,88,WET-BLK-L,1,32,15,5,30,AVC-BLK-LC,3,40,20,12,38,,,,,,
WEAV5-BLK-LC,4,WET-BLK-T,1,46,46,7,90,WET-BLK-L,1,32,15,5,30,AVC-BLK-LC,2,40,20,12,38,,,,,,
WEAV6D-BLK-LC,5,WET-BLK-T,1,46,46,7,90,WET-BLK-L,1,32,15,5,30,AVC-BLK-LC,2,40,20,12,38,DUB-BLK-W,1,55,19,5,31
WEAV7-BLK-LC,5,WET-BLK-T,1,46,46,7,90,WET-BLK-L,1,32,15,5,30,AVC-BLK-LC,3,40,20,12,38,,,,,,
ANAV3-BLK-W,3,ANT-BLK-T,1,39,39,6,33,ANT-BLK-P,1,26,9,7,14,AVC-BLK-W,1,40,20,11,38,,,,,,
ANAV5-BLK-W,4,ANT-BLK-T,1,39,39,6,33,ANT-BLK-P,1,26,9,7,14,AVC-BLK-W,2,40,20,11,38,,,,,,
AVON5-BLK-W,4,AVT-BLK-T,1,45,45,9,84,AVT-BLK-P,1,24,11,9,20,AVC-BLK-W,2,40,20,11,38,,,,,,
AVON7-BLK-W,5,AVT-BLK-T,1,45,45,9,84,AVT-BLK-P,1,24,11,9,20,AVC-BLK-W,3,40,20,11,38,,,,,,
DLAV5-BLK-W,4,DLT-BLK-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,AVC-BLK-W,2,40,20,11,38,,,,,,
DLAV3-BCH-W,3,DLT-SBR-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,AVC-BLK-W,1,40,20,11,38,,,,,,
DLAV5-BCH-W,4,DLT-SBR-T,1,45,27,4,31,DLT-BLK-P,1,26,9,6,14,AVC-BLK-W,2,40,20,11,38,,,,,,
DOAV5-BCH-W,3,DOT-BCH-T,1,64,46,7,133,,,,,,,AVC-BLK-W,2,40,20,11,38,,,,,,
DOAV7-BCH-W,4,DOT-BCH-T,1,64,46,7,133,,,,,,,AVC-BLK-W,3,40,20,11,38,,,,,,
DOAV9-BCH-W,5,DOT-BCH-T,1,64,46,7,133,,,,,,,AVC-BLK-W,4,40,20,11,38,,,,,,
HLAV3-BCH-W,3,HLT-BCH-T,1,45,45,6,55,HLT-BLK-P,1,26,9,7,11,AVC-BLK-W,1,40,20,11,38,,,,,,
HLAV5-BCH-W,4,HLT-BCH-T,1,45,45,6,55,HLT-BLK-P,1,26,9,7,11,AVC-BLK-W,2,40,20,11,38,,,,,,
LGAV5-BCH-W,4,LGT-BCH-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,AVC-BLK-W,2,40,20,11,38,,,,,,
LGAV7-BCH-W,5,LGT-BCH-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,AVC-BLK-W,3,40,20,11,38,,,,,,
LGAV9-BCH-W,6,LGT-BCH-T,1,71,47,8,121,LGT-BLK-L,1,32,15,5,31,AVC-BLK-W,4,40,20,11,38,,,,,,
NIAV5-BCH-W,3,NIT-BLK-T,1,59,41,7,108,,,,,,,AVC-BLK-W,2,40,20,11,38,,,,,,
NIAV6-BCH-W,4,NIT-BLK-T,1,59,41,7,108,,,,,,,AVC-BLK-W,2,40,20,11,38,NIB-BLK-W,1,58,18,5,36
NIAV7-BCH-W,4,NIT-BLK-T,1,59,41,7,108,,,,,,,AVC-BLK-W,3,40,20,11,38,,,,,,
PFAV5-BCH-W,4,PFT-BLK-T,1,58,41,7,97,PFT-BLK-L,1,31,15,5,27,AVC-BLK-W,2,40,20,11,38,,,,,,
PFAV6-BCH-W,5,PFT-BLK-T,1,58,41,7,97,PFT-BLK-L,1,31,15,5,27,AVC-BLK-W,2,40,20,11,38,PFB-BLK-W,1,55,18,5,33
PFAV7-BCH-W,5,PFT-BLK-T,1,58,41,7,97,PFT-BLK-L,1,31,15,5,27,AVC-BLK-W,3,40,20,11,38,,,,,,
PFAV9-BCH-W,6,PFT-BLK-T,1,58,41,7,97,PFT-BLK-L,1,31,15,5,27,AVC-BLK-W,4,40,20,11,38,,,,,,
PLAV5-BCH-W,4,PVT-BLK-T,1,64,45,7,110,PVT-BLK-P,1,24,19,8,27,AVC-BLK-W,2,40,20,11,38,,,,,,
PLAV7-BCH-W,5,PVT-BLK-T,1,64,45,7,110,PVT-BLK-P,1,24,19,8,27,AVC-BLK-W,3,40,20,11,38,,,,,,
PLAV9-BCH-W,6,PVT-BLK-T,1,64,45,7,110,PVT-BLK-P,1,24,19,8,27,AVC-BLK-W,4,40,20,11,38,,,,,,
QUAV5-BCH-W,3,QUT-BLK-T,1,64,45,8,135,,,,,,,AVC-BLK-W,2,40,20,11,38,,,,,,
QUAV7-BCH-W,4,QUT-BLK-T,1,64,45,8,135,,,,,,,AVC-BLK-W,3,40,20,11,38,,,,,,
QUAV9-BCH-W,5,QUT-BLK-T,1,64,45,8,135,,,,,,,AVC-BLK-W,4,40,20,11,38,,,,,,
SUAV3-BCH-W,2,SUT-BCH-T,1,45,45,7,59,,,,,,,AVC-BLK-W,1,40,20,11,38,,,,,,
SUAV5-BCH-W,3,SUT-BCH-T,1,45,45,7,59,,,,,,,AVC-BLK-W,2,40,20,11,38,,,,,,
WEAV5-BCH-W,4,WET-BCH-T,1,46,46,7,88,WET-BLK-L,1,32,15,5,30,AVC-BLK-W,2,40,20,11,38,,,,,,
WEAV7-BCH-W,5,WET-BCH-T,1,46,46,7,88,WET-BLK-L,1,32,15,5,30,AVC-BLK-W,3,40,20,11,38,,,,,,
ANAV3-OAK-C,3,ANT-OAK-T,1,39,39,6,33,ANT-OAK-P,1,26,9,7,14,AVC-OAK-C,1,40,20,12,38,,,,,,
ANAV5-OAK-C,4,ANT-OAK-T,1,39,39,6,33,ANT-OAK-P,1,26,9,7,14,AVC-OAK-C,2,40,20,12,38,,,,,,
AVON5-OAK-C,4,AVT-OAK-T,1,45,45,9,84,AVT-OAK-P,1,24,11,9,20,AVC-OAK-C,2,40,20,12,38,,,,,,
AVON7-OAK-C,5,AVT-OAK-T,1,45,45,9,84,AVT-OAK-P,1,24,11,9,20,AVC-OAK-C,3,40,20,12,38,,,,,,
CAAV5-OAK-C,3,CAT-OAK-S,1,64,41,7,84,,,,,,,AVC-OAK-C,2,40,20,12,38,,,,,,
CAAV5C-OAK-C,4,CAT-OAK-S,1,64,41,7,84,,,,,,,AVC-OAK-C,1,40,20,12,38,CAB-OAK-W,2,55,18,5,31
CAAV6-OAK-C,4,CAT-OAK-S,1,64,41,7,84,,,,,,,AVC-OAK-C,2,40,20,12,38,CAB-OAK-W,1,55,18,5,31
CAAV7-OAK-C,4,CAT-OAK-S,1,64,41,7,84,,,,,,,AVC-OAK-C,3,40,20,12,38,,,,,,
DLAV3-OAK-C,3,DLT-OAK-T,1,45,27,4,31,DLT-OAK-P,1,26,9,6,14,AVC-OAK-C,1,40,20,12,38,,,,,,
DLAV5-OAK-C,4,DLT-OAK-T,1,45,27,4,31,DLT-OAK-P,1,26,9,6,14,AVC-OAK-C,2,40,20,12,38,,,,,,
NOAV3-OAK-C,2,NFT-OAK-T,1,47,36,7,68,,,,,,,AVC-OAK-C,1,40,20,12,38,,,,,,
NOAV5-OAK-C,3,NFT-OAK-T,1,47,36,7,68,,,,,,,AVC-OAK-C,2,40,20,12,38,,,,,,
OXAV3-OAK-C,2,OXT-OAK-T,1,41,41,7,59,,,,,,,AVC-OAK-C,1,40,20,12,38,,,,,,
OXAV5-OAK-C,3,OXT-OAK-T,1,41,41,7,59,,,,,,,AVC-OAK-C,2,40,20,12,38,,,,,,
VAAV5-OAK-C,4,VAT-OAK-T,1,62,42,8,110,VAT-OAK-P,1,27,19,8,33,AVC-OAK-C,2,40,20,12,38,,,,,,
VAAV7-OAK-C,5,VAT-OAK-T,1,62,42,8,110,VAT-OAK-P,1,27,19,8,33,AVC-OAK-C,3,40,20,12,38,,,,,,
VAAV9-OAK-C,6,VAT-OAK-T,1,62,42,8,110,VAT-OAK-P,1,27,19,8,33,AVC-OAK-C,4,40,20,12,38,,,,,,
ANAV3-OAK-W,3,ANT-OAK-T,1,39,39,6,33,ANT-OAK-P,1,26,9,7,14,AVC-OAK-W,1,40,20,11,38,,,,,,
ANAV5-OAK-W,4,ANT-OAK-T,1,39,39,6,33,ANT-OAK-P,1,26,9,7,14,AVC-OAK-W,2,40,20,11,38,,,,,,
AVON5-OAK-W,4,AVT-OAK-T,1,45,45,9,84,AVT-OAK-P,1,24,11,9,20,AVC-OAK-W,2,40,20,11,38,,,,,,
AVON7-OAK-W,5,AVT-OAK-T,1,45,45,9,84,AVT-OAK-P,1,24,11,9,20,AVC-OAK-W,3,40,20,11,38,,,,,,
